host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,1,1,t,Private room in casa particular,Private room,2,1 private bath,1,1,1362,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,7,3 baths,4,4,2641,3.89,4.22,3.78,3.44,4.22,4.56,3.89,t,2.55
within a few hours,1,1,t,Entire serviced apartment,Entire home/apt,3,1.5 baths,2,2,1580,5,5,5,5,5,5,5,f,0.74
within a day,0.5,0,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,990,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,1170,4.78,4.78,4.78,4.89,4.89,4.89,4.78,t,2.65
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,580,4.86,4.86,5,4.86,4.86,4.71,4.71,t,1.84
N/A,N/A,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,718,,,,,,,,f,
within an hour,1,0.73,t,Private room in rental unit,Private room,1,1 private bath,1,1,728,5,5,5,5,5,5,5,t,0.27
within an hour,1,1,t,Entire home,Entire home/apt,3,1 bath,1,1,1119,4.76,4.71,4.59,5,4.94,5,4.65,t,4.95
within an hour,1,0.9,t,Entire loft,Entire home/apt,2,1 bath,1,1,1000,5,5,4,5,5,4,5,t,0.65
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,832,5,5,5,5,5,5,4.25,f,1.1
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,400,4.5,4.75,4.5,5,5,5,4.5,t,2.22
within an hour,1,1,t,Entire rental unit,Entire home/apt,1,1 bath,1,1,400,5,5,5,5,5,5,5,t,2.65
within an hour,1,1,t,Entire rental unit,Entire home/apt,1,1 bath,1,1,400,,,,,,,,t,
within an hour,1,0.93,t,Tiny home,Entire home/apt,2,1 bath,1,1,345,5,4.75,5,5,5,5,5,f,1.08
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,400,4.75,5,4.75,5,5,5,4.75,t,1.05
within an hour,1,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,317,5,4.33,4.33,4.67,5,4,4.33,t,0.83
N/A,N/A,1,t,Private room in bed and breakfast,Private room,1,1 shared bath,1,1,500,5,5,5,5,5,5,5,t,0.27
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,400,5,4.5,4.5,5,5,5,4.5,f,1.5
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,679,5,5,5,5,5,5,5,t,0.29
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,700,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,1,1 bath,1,1,400,4.67,5,4.67,5,4.67,5,5,t,1.36
within an hour,1,1,t,Private room in rental unit,Private room,2,1 shared bath,1,2,211,2.5,3,3,3,2.5,3.5,3,t,0.58
a few days or more,0,1,t,Private room in rental unit,Private room,2,1 shared bath,,1,420,,,,,,,,f,
within an hour,1,1,t,Entire loft,Entire home/apt,3,1 bath,1,1,1521,5,5,4.93,5,4.93,5,4.93,f,3.53
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,2,2490,5,5,5,5,5,5,4.6,t,1.69
within an hour,1,0.93,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1160,4.62,4.69,4.31,4.54,5,4.77,4.54,t,3.28
within an hour,1,1,t,Entire home,Entire home/apt,4,1.5 baths,2,2,1035,5,5,5,5,5,4,5,f,0.36
N/A,N/A,1,t,Entire rental unit,Entire home/apt,8,2.5 baths,3,5,3013,,,,,,,,f,
within an hour,1,0.96,t,Entire condo,Entire home/apt,4,2 baths,2,2,1570,4.33,4,4,5,4.67,4.67,4.33,f,0.88
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,838,5,5,4.8,5,5,4.8,4.8,t,1.39
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1374,4,4.33,4,5,4,4.67,3.67,t,1.1
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,1550,5,5,5,5,4.8,5,5,t,1.95
within an hour,1,1,t,Entire rental unit,Entire home/apt,7,2 baths,2,4,1016,4.6,4.5,4.9,5,4.9,4.8,4.5,t,3.23
within an hour,1,0.99,t,Private room in home,Private room,2,1 private bath,1,1,400,4.56,4.33,4.78,4.78,4.67,4.89,4.56,t,2.45
within a day,0.8,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1300,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,1180,5,5,5,5,5,5,5,t,1.41
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,550,4.67,5,5,5,5,5,5,t,0.78
within an hour,1,1,t,Entire loft,Entire home/apt,3,1 bath,1,1,1427,5,4.8,5,5,5,5,4.8,t,1.65
N/A,N/A,0.56,t,Private room in home,Private room,3,1 private bath,1,2,599,,,,,,,,f,
within an hour,1,0.74,t,Private room in bed and breakfast,Private room,1,1 shared bath,1,1,293,4.63,4.88,4.63,5,5,5,4.63,f,2.09
within an hour,1,1,t,Dome,Entire home/apt,2,1 bath,1,1,2213,,,,,,,,f,
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,4,1 bath,2,3,645,5,5,5,4.5,4.5,5,5,t,1.03
within a day,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1200,5,5,5,4,5,5,5,t,0.51
within an hour,1,0.92,t,Private room in home,Private room,2,1 private bath,1,1,283,,,,,,,,f,
within an hour,0.96,0.99,t,Entire rental unit,Entire home/apt,5,2 baths,2,2,963,4.5,4.7,4,5,4.9,4.9,4.7,t,2.88
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,3557,,,,,,,,t,
within an hour,0.99,0.99,t,Entire rental unit,Entire home/apt,3,2 baths,2,1,1223,,,,,,,,t,
N/A,N/A,1,t,Entire rental unit,Entire home/apt,6,2 baths,3,3,1801,,,,,,,,f,
within a few hours,1,0.5,t,Entire rental unit,Entire home/apt,5,2 baths,2,2,1622,5,5,5,5,5,5,5,f,0.68
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,1800,4.86,5,4.86,4.71,4.86,4.57,4.86,f,1.79
within an hour,1,1,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1116,5,5,5,5,5,5,5,t,0.66
within an hour,1,1,f,Entire rental unit,Entire home/apt,4,1 bath,2,2,1307,4.33,4.5,5,5,4.83,4.83,4.83,t,1.64
N/A,N/A,1,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,2600,,,,,,,,f,
within an hour,1,1,t,Private room,Private room,2,1 shared bath,1,1,450,3.8,4.2,4.2,4.6,4.6,5,4.4,t,1.44
within an hour,1,1,t,Entire loft,Entire home/apt,3,1 bath,1,2,999,4.5,5,5,5,5,5,5,t,1.03
within an hour,1,1,t,Private room,Private room,2,1 private bath,1,1,600,4.5,4.5,4.75,4.5,4.5,4.25,4,t,3.53
within an hour,1,0.83,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,800,5,4.5,5,4.5,5,5,5,f,1.28
within an hour,0.99,0.99,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,1203,4.71,4.83,4.88,4.79,4.79,4.96,4.67,t,6.15
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,6,3 baths,3,3,1670,5,4.67,5,4.67,5,5,5,f,0.82
within a day,0.5,1,t,Private room in guesthouse,Private room,6,4 shared baths,5,5,679,,,,,,,,t,
within an hour,0.97,1,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,3,2044,5,5,5,5,5,5,5,t,1.83
within an hour,1,1,t,Private room,Private room,2,1 shared bath,1,1,500,5,5,5,5,5,5,5,t,0.97
within an hour,1,1,t,Entire rental unit,Entire home/apt,16,9 baths,8,10,19710,5,5,5,5,5,5,5,t,1
within an hour,1,0.99,t,Entire condo,Entire home/apt,5,2 baths,3,5,2000,4.71,4.86,4.57,5,5,4.71,4.86,f,2.28
within a few hours,1,0.75,t,Entire condo,Entire home/apt,2,1.5 baths,1,1,1180,5,5,5,5,5,5,5,f,0.98
within an hour,1,0.8,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1500,5,4,5,5,5,5,4,f,1
within an hour,0.9,1,t,Private room in rental unit,Private room,2,1 private bath,1,2,1499,5,5,5,5,5,5,5,t,0.25
within an hour,1,1,t,Entire rental unit,Entire home/apt,7,3 baths,3,3,1493,5,5,5,5,5,5,5,f,3
within a few hours,1,1,t,Entire home,Entire home/apt,10,2.5 baths,3,5,2814,5,5,5,5,5,5,5,t,0.83
within an hour,1,0.94,t,Private room in rental unit,Private room,2,1 shared bath,1,1,393,5,5,5,5,5,5,5,f,1.91
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,610,4.61,4.56,4.67,4.78,4.72,4.89,4.44,t,4.91
within an hour,1,0.8,t,Entire condo,Entire home/apt,7,1 bath,2,5,690,5,5,5,5,5,5,5,t,0.94
N/A,N/A,N/A,t,Private room in guesthouse,Private room,2,1 shared bath,1,1,1000,,,,,,,,f,
within a few hours,1,N/A,t,Entire condo,Entire home/apt,5,1 bath,2,3,1100,,,,,,,,f,
within an hour,1,1,t,Private room in rental unit,Private room,1,1 private bath,1,1,1913,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,3,3,1600,5,5,5,5,5,5,5,f,0.81
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1050,5,5,5,5,5,5,5,f,0.54
within an hour,1,1,t,Entire home,Entire home/apt,10,2.5 baths,4,5,4567,5,5,5,5,5,5,4.86,t,2.36
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1143,5,4.8,5,4.8,5,5,4.6,f,1.34
within an hour,1,1,t,Private room in rental unit,Private room,1,1 private bath,1,1,2200,,,,,,,,t,
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,840,,,,,,,,f,
within a few hours,1,1,t,Casa particular,Entire home/apt,6,3 baths,3,3,6391,4.8,4.8,5,4.8,5,5,4.6,t,1.79
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,900,5,5,5,5,5,5,5,t,1.07
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,969,5,5,5,5,5,5,5,f,0.51
within an hour,1,1,t,Private room in guesthouse,Private room,1,1 private bath,1,1,2371,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2486,5,5,4.8,5,4.8,5,4.6,t,1.56
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,500,5,5,5,5,4.67,5,5,t,0.75
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,3,1.5 baths,,2,399,4.44,4.67,4.67,4.78,4.22,4,4.44,t,2.2
within an hour,1,1,t,Entire condo,Entire home/apt,2,1 bath,1,1,1329,5,5,5,5,5,4.5,5,t,0.71
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1688,4.75,5,4.75,5,5,5,4.75,t,0.99
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,1450,,,,,,,,f,
within an hour,1,1,t,Entire condo,Entire home/apt,3,1 bath,1,2,950,5,5,5,5,5,5,5,t,1.38
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,5,1 bath,2,3,1448,4.33,4.33,5,5,5,5,4.67,f,0.84
within a few hours,1,1,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,2,2457,4.67,5,4.67,5,4.67,5,4.67,f,1
within an hour,1,1,t,Entire place,Entire home/apt,16,2 baths,1,1,5500,4.75,4.75,5,5,4.5,5,4.5,f,1.03
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,2,2,1650,,,,,,,,t,
N/A,N/A,N/A,t,Private room in rental unit,Private room,1,3 baths,6,9,520,,,,,,,,f,
N/A,N/A,N/A,t,Tent,Entire home/apt,4,1 bath,1,1,464,,,,,,,,t,
within a few hours,0.95,0.8,t,Entire rental unit,Entire home/apt,8,2.5 baths,2,6,1743,5,5,5,5,5,5,5,f,1.38
within an hour,1,1,t,Entire loft,Entire home/apt,4,1.5 baths,1,2,3600,5,5,5,5,5,5,5,f,0.72
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2 baths,3,3,1309,5,5,4.75,5,5,5,4.75,f,1.2
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,1 bath,2,3,1097,4.57,4.71,4.14,5,5,4.86,4.71,t,1.76
N/A,N/A,N/A,t,Private room in rental unit,Private room,3,1 shared bath,3,3,1000,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1525,,,,,,,,f,
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,615,5,5,5,5,5,5,5,t,1.43
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,616,5,5,5,5,5,5,5,f,1.48
within a few hours,1,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,3500,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,8,2 baths,2,4,2129,5,5,5,5,5,5,5,t,1.03
within a few hours,1,0.5,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1362,5,5,5,5,5,5,5,f,0.29
within a few hours,1,N/A,t,Private room in rental unit,Private room,6,3.5 baths,3,1,1600,,,,,,,,f,
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,448,5,4.91,5,5,5,4.73,4.91,t,3.93
within an hour,1,0.99,t,Entire home,Entire home/apt,16,7 baths,9,12,29146,5,5,5,5,5,5,5,f,1.36
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,860,4.71,4.86,4.86,4.86,4.71,4.86,4.86,t,2.5
within an hour,1,1,t,Private room in rental unit,Private room,2,1 private bath,1,1,297,4.5,4.25,4,4.75,4.75,4.5,4.25,t,1.03
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,4800,5,5,5,5,5,5,5,f,1.13
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,6,2.5 baths,2,3,3764,5,5,4.83,5,5,5,5,t,1.64
within an hour,0.9,1,t,Private room in rental unit,Private room,2,1 private bath,1,1,800,5,5,5,5,5,5,5,t,0.77
within a few hours,0.8,0.94,t,Entire home,Entire home/apt,16,2.5 baths,5,6,4539,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2 baths,3,3,1500,5,5,5,5,5,5,5,f,1.94
within an hour,1,1,t,Entire condo,Entire home/apt,4,2 baths,1,2,975,4.71,4.86,4.71,5,5,5,4.71,f,1.76
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,2 baths,3,4,2858,4.67,4.89,4.78,5,5,5,4.89,t,2.31
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,303,4.96,4.78,4.91,4.96,4.91,4.78,4.83,t,6
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,441,3.43,3.57,4,3.57,3.71,3.86,3.57,t,1.93
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,950,4.5,4.5,4.33,4.83,4.33,4.17,4.33,f,1.75
N/A,N/A,N/A,t,Entire serviced apartment,Entire home/apt,2,1 bath,2,2,1000,5,5,5,5,5,5,5,f,1
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1635,4.33,4,4.33,5,4.67,5,4,t,1.03
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,1662,4.93,4.93,4.93,4.64,4.93,5,4.93,t,3.78
N/A,N/A,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,719,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,749,4.9,4.8,4.7,4.8,4.9,4.9,4.9,f,2.61
within a day,0.73,0.56,t,Private room in guesthouse,Private room,1,1 private bath,1,1,350,5,5,5,5,4,5,4,f,0.79
within an hour,1,1,t,Shipping container,Entire home/apt,2,1 bath,1,1,450,5,5,4.85,5,5,4.92,5,f,3.36
within a few hours,0.92,0.36,t,Private room in home,Private room,1,1 private bath,1,1,359,5,5,5,5,5,5,5,f,0.36
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1434,4.73,4.73,4.73,4.87,4.73,4.87,4.67,t,4.89
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,543,5,4.5,5,4.75,4.63,5,5,t,2.16
within an hour,1,1,t,Entire condo,Entire home/apt,4,1.5 baths,1,1,1556,5,5,5,5,5,5,5,f,1.03
within an hour,1,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,450,4.67,5,4.67,5,5,5,5,t,0.81
within an hour,1,1,t,Shipping container,Entire home/apt,2,1 bath,1,1,450,4.62,4.69,4.79,4.86,4.79,4.38,4.45,f,7.91
within a few hours,1,0.54,t,Private room in rental unit,Private room,1,1 shared bath,1,1,365,5,5,5,5,5,5,5,f,1.97
within an hour,1,1,f,Entire rental unit,Entire home/apt,7,1 bath,2,2,900,5,5,4.94,5,5,4.94,5,t,4
within an hour,1,0.99,t,Entire guesthouse,Entire home/apt,2,1 bath,1,1,680,4.8,5,4.6,5,5,5,4.6,f,1.88
within an hour,1,1,t,Entire rental unit,Entire home/apt,7,3 baths,4,4,2484,4,4.2,4.2,2.8,3.4,5,3.8,t,1.69
a few days or more,0,N/A,t,Private room in rental unit,Private room,2,1 private bath,1,1,320,,,,,,,,f,
within a day,0.7,0.14,t,Private room in home,Private room,1,1 shared bath,1,1,635,5,5,4,5,5,5,5,f,0.48
within an hour,1,0.9,t,Entire loft,Entire home/apt,2,1 bath,1,1,700,5,5,5,5,5,5,5,f,1.4
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1412,4.56,4.89,4.33,4.89,5,5,4.89,t,2.52
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,1500,4.83,4.83,5,5,4.83,4.67,5,t,1.94
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1414,4.83,4.67,5,4,4.33,5,4.67,t,1.53
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,1.5 baths,2,3,2055,5,5,5,5,5,5,5,t,0.99
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,480,4.69,4.62,4.77,4.92,5,4.38,4.69,t,3.42
within a day,1,1,t,Entire condo,Entire home/apt,3,1 bath,1,1,1304,5,5,5,4.5,5,5,5,t,0.85
within a few hours,1,0.29,t,Private room in rental unit,Private room,1,1 shared bath,1,1,329,5,5,5,5,5,4.5,5,f,0.53
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,980,4.86,5,5,5,5,5,4.71,f,1.91
within an hour,1,1,t,Entire condo,Entire home/apt,8,3.5 baths,3,4,5823,4.93,4.86,5,4.93,4.93,5,4.93,t,3.65
within an hour,0.67,0.8,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1634,5,5,5,5,5,5,5,f,0.37
within an hour,1,1,t,Entire home,Entire home/apt,4,1 bath,2,2,1500,5,4.5,4.5,5,5,5,3.5,t,0.55
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,2 baths,1,1,1421,4.9,4.8,4.7,5,4.8,4.8,4.7,t,2.59
within an hour,0.9,0.7,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1600,4,4,5,5,5,5,5,t,0.28
within a few hours,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,650,4.2,4.2,4.2,4.4,4.2,4.6,4,f,1.34
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,802,3,3,2.5,4.5,3,4.5,3,t,0.56
within an hour,1,1,t,Entire home,Entire home/apt,4,1 bath,2,2,1247,4.71,4.86,4.86,4.71,4.86,5,4.86,f,2.39
within a few hours,1,0.94,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,699,5,5,5,5,5,5,4.88,f,2.24
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,2 baths,1,1,2008,5,5,5,5,4,5,4,t,0.94
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1603,3,3,3.67,2.67,3.67,4.33,2.67,t,2.09
within a few hours,1,0.97,t,Entire loft,Entire home/apt,3,1 bath,1,2,900,4.92,5,4.92,5,5,4.92,4.83,f,3.03
within an hour,1,0.99,t,Private room in rental unit,Private room,1,1 shared bath,1,1,261,5,5,4.75,5,4.75,5,5,t,1.58
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,561,4.6,5,4.8,5,4.8,4.8,4.6,t,2.03
within an hour,1,0.99,t,Private room in rental unit,Private room,2,1 shared bath,1,1,390,3,3,2,3,3,3,3,t,0.55
within an hour,0.93,0.88,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1054,3.33,3.33,4.33,3.33,3.67,4.33,3.33,t,0.83
within an hour,0.9,0.7,t,Private room in rental unit,Private room,2,1 shared bath,1,1,700,5,5,4,5,5,5,5,t,0.27
a few days or more,0,0.75,t,Private room in rental unit,Private room,1,1 private bath,1,1,480,,,,,,,,t,
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2050,3.67,4.33,4.67,3.67,3.67,5,4,t,1.32
within an hour,1,1,t,Private room in guesthouse,Private room,2,1 private bath,1,1,470,,,,,,,,t,
within an hour,1,1,t,Private room in guesthouse,Private room,1,1 shared bath,1,1,250,5,5,5,5,5,5,5,f,0.55
within an hour,0.8,0.96,t,Private room in rental unit,Private room,1,1 shared bath,2,1,364,,,,,,,,f,
within an hour,1,1,t,Private room in guesthouse,Private room,1,1 shared bath,1,1,270,5,5,5,5,5,5,5,f,0.53
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,2,1100,,,,,,,,f,
within an hour,0.93,0.88,t,Private room in rental unit,Private room,2,1 private bath,1,1,582,,,,,,,,t,
a few days or more,0,N/A,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1200,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,2286,4.4,4.4,4,4.6,5,4.8,4.4,f,1.36
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,830,5,5,5,3,4,4,5,f,0.79
within an hour,1,1,t,Entire home,Entire home/apt,6,1.5 baths,3,4,1500,5,5,4.88,5,5,5,5,t,2.47
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,640,4.8,5,4,4.8,5,4.8,4.8,t,1.46
within an hour,0.85,0.95,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,950,3.5,3.5,3.5,3,3,4,3.5,t,0.71
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,1086,4.75,4.75,5,4.75,5,4.5,4,t,1.09
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,639,4.82,4.91,4.73,4.82,5,4.73,4.82,t,3.37
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,1231,5,5,5,5,5,4.92,5,f,3.24
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,9,3 baths,5,8,4314,5,5,4.6,5,5,5,5,t,2.5
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,8,2.5 baths,4,7,3436,4.5,4.17,4.17,4.33,4.33,4.83,4.17,t,3.4
within an hour,1,1,t,Private room in serviced apartment,Private room,2,1 shared bath,1,1,297,4.57,4.71,4.71,4.86,4.5,5,4.57,t,2.04
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1171,5,5,5,5,5,5,5,t,1.46
within an hour,1,1,t,Private room in rental unit,Private room,1,1 private bath,1,1,688,4.92,4.85,5,4.92,5,5,4.85,t,3.55
within an hour,1,1,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1271,3.75,3.75,4.25,3.75,4.25,4.5,4,t,1.01
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,8,2 baths,4,8,3429,5,5,5,4.75,5,5,4.75,t,2.22
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,5,1 bath,2,3,749,4.53,4.6,4.87,4.6,4.87,4.27,4.6,f,4.17
within an hour,0.99,0.99,t,Private room in condo,Private room,4,1 private bath,1,2,546,4.64,4.64,4.36,4.64,4.73,4.73,4.64,t,3.63
within an hour,1,1,t,Private room in rental unit,Private room,4,1 shared bath,1,2,308,4.67,4.5,4.67,4.83,4.33,4.67,4.67,t,1.55
within a few hours,1,0.5,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,2,2000,4,3.5,3.5,3,4,5,4,f,0.63
within a day,1,1,t,Entire rental unit,Entire home/apt,2,2.5 baths,1,1,1550,5,5,5,5,5,5,5,t,0.33
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,1521,4.8,4.8,4.8,5,5,4.8,4.6,t,1.46
within an hour,0.93,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,848,3,3,4.5,5,5,3.5,3,t,2
within an hour,0.93,1,t,Entire condo,Entire home/apt,5,1 bath,2,3,949,,,,,,,,t,
within an hour,1,1,t,Earthen home,Entire home/apt,6,4.5 baths,3,4,1800,5,5,5,5,5,5,5,t,4.12
within a few hours,1,0.91,t,Private room in guesthouse,Private room,2,1 private bath,1,1,440,5,5,5,5,5,5,4.8,f,1.74
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,1097,4,4.33,4.67,5,4,5,4.33,t,2.2
within a few hours,0.9,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,2641,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,2739,4.8,5,5,5,5,5,4.8,t,1.32
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,1 bath,2,3,1100,5,5,4.33,5,5,5,5,t,0.87
within a few hours,0.96,0.82,t,Entire rental unit,Entire home/apt,12,5 baths,6,6,3631,,,,,,,,f,
within an hour,1,0.9,t,Private room in home,Private room,1,1 private bath,1,1,371,5,5,5,5,5,5,5,t,0.4
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,,1,1353,4.86,4.71,4.71,5,4.86,4.86,4.71,t,3.96
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,1 bath,3,3,553,4.8,4.73,4.73,4.93,4.67,5,4.87,t,4.55
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1559,5,5,5,5,5,5,4.67,f,0.86
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,4,3034,4.4,4.4,5,5,5,4.4,4.4,t,1.61
within an hour,1,1,t,Entire condo,Entire home/apt,4,2 baths,2,2,1600,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,8,2 baths,3,6,2993,5,4.8,4.9,5,5,5,4.8,t,2.91
within an hour,1,1,t,Entire home,Entire home/apt,6,3 baths,3,3,2221,5,4.67,5,5,5,5,5,t,1.03
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1444,3,5,5,5,5,5,3,t,0.27
